,tweets,target
710,Central American migrants pack into the back of a trailer truck as they begin their morning trek as part of a thous ,0
711,"Culberson, Fletcher battle for Texas' 7th congressional district ",0
712,"Almost 60,000 migrants deemed dead or missing on dangerous journeys since 2014, study finds ",0
713,"Drunk man at Breeder's Cup tried to ride horse onto Churchill Downs track, cops say ",0
714,GOP's narrow path to deny Pelosi gavel could run through key districts offering shot to flip seats ,0
715,"Voters gathered Sunday to hear speeches during an early voting campaign event for Democrats in Cincinnati, OH. ",0
716,California's Harris and Newsom - once rivals - hit the campaign trail together to stump for Dems ,0
717,".@HotlineJosh: ""Voters aren't voting on their pocketbooks like they've done in the past. They're voting on a lot of ",0
718,October Jobs Report ,0
719,"President @realDonaldTrump rallies for GOP candidates in Georgia, Tennessee ahead of #Midterms2018 ",0
720,TODAY: #TheFive is live in Fox Square and discussing the nation's biggest topics as the midterms approach. Dont mi ,0
721,"Members of a U.S Army engineering brigade place Concertina wire around an encampment for troops, Department of Defe ",0
722,".@POTUS: ""There is electricity in the air like I haven't seen since the '16 big victory that we all had together."" ",0
723,".@POTUS: ""This is one of the most important elections of our lifetime."" #Midterms2018 ",0
724,".@POTUS: ""In just two days, the people of Georgia are going to elect @BrianKempGA as your next governor to protect ",0
725,"President @realDonaldTrump hosts a Make America Great Again rally in Macon, Georgia. ",0
726,"A supporter of Beto O'Rourke holds up a sign during a rally at the Pan American Neighborhood Park in Austin, TX, on ",0
727,.@jeffmason1: In a way this midterm election has...felt very much like a presidential election. #Midterms2018 ,0
728,"Twitter removed over 10,000 bots that pretended to be Democrats, report says ",0
729,"President @realDonaldTrump arrives in Macon, Georgia to host a Make America Great Again rally.  ",0
730,"Don't miss special #Midterms2018 election coverage anchored by @BretBaier and @MarthaMacallum, Tuesday starting at ",0
731,.@mattsgorman: We cant go back to the days of Speaker @NancyPelosi and economic stagnation. #Midterms2018 ,0
732,".@BarackObama: In the closing weeks of this election, weve seen repeated attempts to divide us with rhetoric, to ",0
733,".@BarackObama: Perhaps most importantly, the character of our country is on the ballot. #Midterms2018 ",0
734,"Former President @BarackObama campaigns for Democrats in Gary, Indiana. ",0
735,"A line forms for early voting at the Hamilton County Board of Elections in Cincinnati, OH on Sunday. ",0
736,Voter turnout in Mississippi could impact control of the Senate ,0
737,"Paraplegic athlete drags himself through terminal, claims airport humiliated him after airline forgets wheelchair ",0
738,".@SecPompeo: ""We will hold all of those responsible for the murder of Jamal Khashoggi accountable."" #FNS ",0
739,".@SecPompeo: ""No one's going to argue that Secretary Pompeo isn't tough on Iran and no one is going to argue that P ",0
740,Neil Armstrong's Apollo 11 spacecraft ID plate sells for $468K in auction ,0
741,".@SecPompeo: ""The sanctions that will be reimposed tomorrow are the toughest sanctions ever put in place on the Isl ",0
742,".@KarlRove on #Midterms2018: ""People are wildly enthusiastic about coming out and voting."" #FNS ",0
743,Vanna White describes how she copes with tough times ,0
744,"Trump amps up Venezuelan crackdown, sanctions gold exports with executive order ",0
745,".@SenThomTillis: ""The president is right that we have to secure the border."" #FNS ",0
746,".@ChrisVanHollen on #Midterms2018: ""It looks like the president's effort to distract voters from the real issues th ",0
747,October Economic Numbers #FNS ,0
748,".@POTUS: ""We are doing a great job at the border. Nobody else could do the job that we're doing."" ",0
749,".@POTUS: ""We have the greatest economy in the history of our country."" ",0
750,".@POTUS on #Midterms2018: ""I can't speak to the blue, but I can speak to the red. There's a lot of energy out there ",0
751,Man removed from flight over sleeping pill: 'It was so humiliating' ,0
752,Senator @clairecmc and Josh Hawley face off in Missouri Senate election #Midterms2018 ,0
753,Arizona early ballot returns #Midterms2018 ,0
754,"State of the Midterms: Rick Scott takes rare lead in last-minute Fla. Senate poll, as toss-ups dominate the map ",0
755,".@MarshaBlackburn: ""If [@HillaryClinton had been president], you would not see these constitutional judges. You wou ",0
756,TODAY: Don't miss @SecPompeo on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channel! ,0
757,"President @realDonaldTrump to rally in Chattanooga, TN tonight ",0
758,McEnany: Voters Should Focus on Trump's 'Undeniable' Economic Gains in Midterms ,0
759,"Abrams calls hacking investigation an 'attempt to distract' voters, predicts big turnout in Georgia ",0
760,Sen. Tillis: Republicans 'going to add' to Senate majority in midterms ,0
761,TODAY: Don't miss @ChrisVanHollen on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channel! ,0
762,Abrams' foe Kemp announces probe into Georgia Democratic Party for 'possible cyber crimes' days before election ,0
763,Armed man helps subdue suspect in deadly stabbing in Seattle ,0
764,"Lelisa Desisa, of Ethiopia, crosses the finish line first in the men's division of the New York City Marathon. ",0
765,Mary Keitany of Kenya crosses the finish line first in the women's division of the New York City Marathon. ,0
766,Daniel Romanchuk of the United States poses for a picture after crossing the finish line first in the men's wheelch ,0
767,Prince Al-Waleed bin Talal on murder of Jamal Khashoggi #SundayFutures @MariaBartiromo ,0
768,JUST IN: Lelisa Desisa of Ethiopia wins mens division of the 2018 New York City Marathon ,0
769,Prince Al-Waleed bin Talal: Saudi Arabia right now is witnessing a huge development and changes. #SundayFutures ,0
770,.@SecPompeo defends Iran sanctions -- and waivers -- amid criticism from both sides ,0
771,JUST IN: Mary Keitany of Kenya wins womens division of the 2018 New York City Marathon ,0
772,TODAY: Don't miss @SenThomTillis' exclusive interview on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channe ,0
773,.@FLGovScott: People want a good economy. @foxandfriends ,0
774,We're two days away from Election Day! Tune in to Fox News Channel Tuesday at 6p ET for special live coverage as ,0
775,"Larry Kudlow: ""The employment increase is largely centered on blue-collar workers.""  ",0
776,.@RepTimRyan on tax reform #SundayFutures @MariaBartiromo ,0
777,One-on-one with @FLGovScott; @pdoocy reports ,0
778,.@RepTimRyan: I think were going to take the House back. #SundayFutures @MariaBartiromo ,0
779,.@SteveScalise: We are a nation of laws and people want to see our borders secure. #SundayFutures @MariaBartiromo ,0
780,.@KellyannePolls on @POTUS: He does it because its the right thing to do and hes got Iran on notice. ,0
781,".@SteveScalise: ""We know theres a lot of close races, but I think were going to hold the House. #SundayFutures ",0
782,"State of #Midterms2018: Rick Scott takes rare lead in last-minute Fla. Senate poll, as toss-ups dominate the map ",0
783,TONIGHT: @BretBaier and @marthamaccallum provide analysis on the midterm elections and @stevehiltonx takes on the i ,0
784,Troops lay barbed wire as caravan approaches ,0
785,TODAY: #TheFive is live in Fox Square and discussing the nation's biggest topics as the midterms approach. Dont mi ,0
786,.@KellyannePolls: The president is very serious about continuing to lower the tax burden on many Americans who pay ,0
787,TODAY: @MariaBartiromo sits down with Prince Al-Waleed bin Talal al Saud on @SundayFutures for an exclusive intervi ,0
788,"Amazon building collapses during tornado in Maryland, leaving 2 dead ",0
789,"El Chapos sons are now running his drug empire, feds say",0
790,.@kayleighmcenany on how the economy will impact #Midterms2018 @foxandfriends ,0
791,'Why Do You Dismiss His Results?': Pirro Blasts Dems' Trump 'Hatred' Ahead of Midterms ,0
792,".@JessicaTarlov: At the end of the day, Democrats are messaging on health care. @foxandfriends ",0
793,Key governors races to watch @foxandfriends #Midterms2018  ,0
794,TODAY: @MariaBartiromo sits down with Prince Al-Waleed bin Talal al Saud on @SundayFutures for an exclusive intervi ,0
795,OPINION: Two secret churches in North Korea show how powerful the Bible really is ,0
796,Brian Brenberg on @foxandfriends: I think its part of the presidents pitch to remind voters what he has done and ,0
797,TODAY: Don't miss @SecPompeo on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox News C ,0
798,OPINION: Running a marathon proves age is nothing but a number  I'm proof of it ,0
799,Tom Homan: I salute the president. Hes doing exactly what he promised to do. @foxandfriends ,0
800,.@GriffJenkins on the tight race for Florida governor  @foxandfriends ,0
801,"Tom Homan: ""This president is doing everything he canto secure our border. @foxandfriends ",0
802,Andy McCarthy on how Democrats would reshape Congress @foxandfriends ,0
803,"SUNDAY: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest John McLaughlin - Tune in at 10p ",0
804,Andy McCarthy: I dont think [@POTUS] has the lawful basis to do it by executive order.  ,0
805,John Thomas breaks down key Senate races on @foxandfriends #Midterms2018 ,0
806,Air Force falcon mascot suffers 'life-threatening' injury in Army prank ,0
807,".@LaraLeaTrump: Women, after they saw what happened to Brett Kavanaugh, are ready to vote for Republicans. I feel ",0
808,TODAY: Don't miss @ChrisVanHollen on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox N ,0
809,"Rep. @DarrellIssa on midterms: All of the good work done by the Republican House, thats gonna come to a halt, and ",0
810,TODAY: Don't miss @SenThomTillis' exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2 ,0
811,Rep. @DarrellIssa on midterm race in his California district: Michael Bloomberg has certainly become an ardent Dem ,0
812,Conservatives' 'Turn California Red' rally could attract Antifa counter-protesters: report ,0
813,Rep. @DarrellIssa: We actually have driven down the cost of health care under ObamaCare during the last couple yea ,0
814,Supporters watch as Air Force One lands outside the hangar where they wait for President Donald Trump to speak at a ,0
815,California houseboat where Tom Hanks lived listed for $600G ,0
816,".@DanHenninger on immigration: ""What there really is a crisis [of] is a crisis of immigration policy in this countr ",0
817,'The Ultimate Nemesis of the Left': Dennis Prager Says Trump 'Marches On' Despite Any Backlash ,0
818,".@DanHenninger: ""@RepDeSantis is @POTUS' candidate. If @AndrewGillum wins in Florida, that means Florida is at risk ",0
819,"Jimmy Buffett changes his tunes, decries Trump during rally for Florida Democrats ",0
820,Incredible video captured the moment a meteor shot across the sky over Faulkner County in Arkansas Friday night. ,0
821,International Gymnastics Federation slammed on Twitter for reportedly mandating 'modest' makeup ,0
822,Voters in North Carolina will decide on Election Day on a measure that would require residents to show photo ID bef ,0
823,"Florida yoga studio shooter had previous arrests for grabbing women, records show ",0
824,".@kayleighmcenany: ""We are seeing quantifiable changes when @POTUS shows up, the GOP nominee soars. We've seen it a ",0
825,Tarantula in Texas seen swimming in 'terrifyingly cool viral video ,0
826,".@LaraLeaTrump: Women are incredibly smart, and women like resultsGuess who is delivering results for women in th ",0
827,"3 Girl Scouts, woman killed in Wisconsin hit-and-run crash ",0
828,".@LaraLeaTrump: They must be pretty scared on the Democrat side if theyre pulling out the big guns, and they have ",0
829,Powerball jackpot rises after no winners reported for Saturday's $53M top prize ,0
830,".@LaraLeaTrump: Women, after they saw what happened to Brett Kavanaugh, are ready to vote for Republicans. I feel ",0
831,Sports Illustrated Swimsuit model Hailey Clauson returns for 2019 issue ,0
832,".@LaraLeaTrump on midterm elections: People, I think, understand that it is equally as important if you voted for ",0
833,"'Thank U, Next'  Ariana Grande drops new song before 'SNL,' name-checks Pete Davidson, Mac Miller ",0
834,".@KellyannePolls: ""When you talk about what's gone low with the Democrats, it's uncivil, uncouth, uncharitable many ",0
835,"'No evidence' to back Kavanaugh accusers' claims, Senate panel's report on FBI probe finds ",0
836,".@KellyannePolls: ""@BarackObama is the only Democrat I know who thinks the Trump economy is doing well because he w ",0
837,Conservatives' 'Turn California Red' rally could attract Antifa counter-protesters: report ,0
838,Franchising these fast food restaurants might not be as profitable as you think (via @FoxBusiness) ,0
839,".@JudgeJeanine: ""If you like the direction this country is on, put the pedal to the metal and get you and everyone ",0
840,Crime report says these are the worst and best holidays for car thefts ,0
841,".@dbongino: The Democrats entire approach to immigration is a political stunt, because theyre not serious about ",0
842,Amazon in 'advanced talks' to put HQ2 in Northern Virginia: report (via @FoxBusiness)  ,0
843,"Rep. @DarrellIssa on midterms: All of the good work done by the Republican House, thats gonna come to a halt, and ",0
844,Dog-friendly Texas restaurant hiring 'puptern' to pet puppies for $100 an hour ,0
845,Rep. @DarrellIssa on midterm race in his California district: Michael Bloomberg has certainly become an ardent Dem ,0
846,High school football player on ventilator after injuring spine while making tackle ,0
847,Rep. @DarrellIssa: We actually have driven down the cost of health care under ObamaCare during the last couple yea ,0
848,"Europe opens door to sanctions on Iran after terror plots in Denmark, Paris ",0
849,Incredible video captured the moment a meteor shot across the sky over Faulkner County in Arkansas Friday night. ,0
850,'Game of Thrones' stars and HBO slam Trump for tweet promoting Iran sanctions ,0
851,".@LaraLeaTrump: Women are incredibly smart, and women like resultsGuess who is delivering results for women in th ",0
852,"Utah mayor, a father of 7, IDd as US service member killed in insider attack in Afghanistan ",0
853,".@LaraLeaTrump: They must be pretty scared on the Democrat side if theyre pulling out the big guns, and they have ",0
854,California doughnut shop owner gets customers support after wife's aneurysm: report ,0
855,".@LaraLeaTrump: Women, after they saw what happened to Brett Kavanaugh, are ready to vote for Republicans. I feel ",0
856,'Red Dead Redemption 2' posts highest-grossing opening weekend ever (via @FoxBusiness) ,0
857,".@LaraLeaTrump on midterm elections: People, I think, understand that it is equally as important if you voted for ",0
858,Burn pit vet's widower says memos show that grave illness didn't need to happen ,0
859,Voters in North Carolina will decide on Election Day on a measure that would require residents to show photo ID bef ,0
860,Voters in North Carolina to decide on Voter ID law ,0
861,Active duty military troops have arrived at the southern border; @RickLeventhal reports.  ,0
862,"Trump rallies for Florida Republicans, says Dems are wielding 'a giant wrecking ball' ",0
863,".@kayleighmcenany: ""We are seeing quantifiable changes when @POTUS shows up, the GOP nominee soars. We've seen it a ",0
864,SUNDAY: Don't miss @SenThomTillis' exclusive interview on @FoxNewsSunday. Check your local listings and tune in at ,0
865,".@KellyannePolls: ""@BarackObama is the only Democrat I know who thinks the Trump economy is doing well because he w ",0
866,".@KellyannePolls: ""When you talk about what's gone low with the Democrats, it's uncivil, uncouth, uncharitable many ",0
867,Bernie Sanders ripped for shameless promotion after being asked what's his favorite book on Reddit ,0
868,".@JudgeJeanine: ""If you like the direction this country is on, put the pedal to the metal and get you and everyone ",0
869,SUNDAY: @BretBaier and @marthamaccallum provide analysis on the midterm elections and @stevehiltonx takes on the is ,0
870,A member of the 124th Force Support Squadron who spent more than six months on a deployment in Southeast Asia greet ,0
871,".@dbongino: The Democrats entire approach to immigration is a political stunt, because theyre not serious about ",0
872,"3 Girl Scouts, 1 adult killed in Wisconsin hit-and-run crash ",0
873,Pregnant with breast cancer: One woman's incredible story ,0
874,SUNDAY: Don't miss @SecPompeo on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox News ,0
875,Green Party candidate who endorsed Democrat Kyrsten Sinema doesn't believe she represents her ,0
876,Who's that on the Capitals' radio broadcast? It's Fox News's @ChadPergram.,0
877,Mega Millions jackpot rises after no winner declared ,0
878,GM's next electric vehicle is a bicycle ,0
879,SUNDAY: Don't miss @ChrisVanHollen on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox ,0
880,.@SteveDoocy: One donut won't hurt you (really) ,0
881,".@POTUS and @VP hold a ""Make America Great Again"" rally in Pensacola, Florida.  ",0
882,"Maxine Waters, Schiff among high-profile Dems poised to control committees if House flips ",0
883,California Good Samaritan killed after stopping to help victims of a freeway crash ,0
884,California music teacher arrested after video captures him punching student ,0
885,"TONIGHT: @JesseBWatters, @JudgeJeanine and @greggutfeld break down the key races and critical issues of the midterm ",0
886,Florida teen kills mom after argument over bad grade  ,0
887,California doughnut shop owner gets customers support after wife's aneurysm: report ,0
888,Voters in North Carolina will decide on Election Day on a measure that would require residents to show photo ID bef ,0
889,SUNDAY: #TheFive is live in Fox Square and discussing the nation's biggest topics as the midterms approach. Dont m ,0
890,.@POTUS visited Montana Saturday to stump for Montana Senate candidate Matt Rosendale; @ellisonbarber has the story ,0
891,"Bob Hugin: New Jersey, it's time to send in a Marine ",0
892,Iran general defiantly answers Trumps Game of Thrones meme with one of his own ,0
893,More than 30 million voters have already cast their ballots ahead of Election Day; @Jeff_Paul reports. ,0
894,.@POTUS is making immigration a top issue as the midterms approach; @Garrett_FoxNews reports. ,0
895,"$145M Texas border wall project awarded, Customs and Border Protection says ",0
896,Active duty military troops have arrived at the southern border; @RickLeventhal reports.  ,0
897,.@POTUS is holding a marathon of rallies as the midterm elections quickly approach; Phil Keating reports from Pensa ,0
898,Ryan Reynolds targets Hugh Jackman in mock political ad ,0
899,".@kayleighmcenany: ""We are seeing quantifiable changes when @POTUS shows up, the GOP nominee soars. We've seen it a ",0
900,Mexico governor withdraws offer of buses to transport migrant caravan ,0
901,"John Jordan on the migrant caravan: ""Our system was basically not built for this.""  ",0
902,.@MarthaMcSally and @kyrstensinema are neck and neck in the Arizona Senate Race; @aacuna1 reports. ,0
903,"According to a Fox News Poll, @MarshaBlackburn has taken a larger lead over @PhilBredesen in the Tennessee Senate R ",0
904,Dog-friendly Texas restaurant hiring 'puptern' to pet puppies for $100 an hour ,0
905,Incredible video captured the moment a meteor shot across the sky over Faulkner County in Arkansas Friday night. ,0
906,".@DanHenninger: ""@RepDeSantis is @POTUS' candidate. If @AndrewGillum wins in Florida, that means Florida is at risk ",0
907,Surviving the migrant caravan: Friends watch each other's backs and ride their luck as they make perilous journey t ,0
908,International Gymnastics Federation slammed on Twitter for reportedly mandating 'modest' makeup ,0
909,"SUNDAY: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest John McLaughlin - Tune in at 10p ",0
910,"Europe opens door to sanctions on Iran after terror plots in Denmark, Paris ",0
911,"'Will &amp; Grace' #MeToo episode inspired by Brett Kavanaugh and Bill Cosby, producers say ",0
912,Spice Girls to reportedly announce reunion tour without Victoria Beckham ,0
913,".@DanHenninger on immigration: ""What there really is a crisis [of] is a crisis of immigration policy in this countr ",0
914,Democrats are looking to defeat incumbent GOP congressmen in two toss-up Iowa races; @MollyLineFNC reports from Des ,0
915,OPINION: The real meaning of American citizenship ,0
916,.@KimStrassel: Democrats' midterm election fight and the one major takeaway ,0
917,Nebraska Cornhuskers kickoff goes viral for the wrong reason ,0
918,"OPINION: In midterm elections, many close races are expected and congressional gridlock is likely to continue ",0
919,.@POTUS attends a Make America Great Again rally at Bozeman Yellowstone Intl Airport. ,0
920,SOON: @POTUS to Speak at Rally in Montana ,0
921,Alec Baldwins alleged victim says he's 'sore' but will 'be fine' following parking spot altercation ,0
922,"On Election Night, there's only one place to be  Fox News Channel! Tune in for complete election coverage anchored ",0
923,Cats go viral for failing to enter Japanese art museum for two years ,0
924,'Game of Thrones' stars and HBO slam Trump for tweet promoting Iran sanctions ,0
925,SUNDAY: @BretBaier and @marthamaccallum provide analysis on the midterm elections and @stevehiltonx takes on the is ,0
926,South Carolina mother-of-3 shoots home invader: I wouldve killed him if I had to ,0
927,North Korea threatens to resume nuclear weapons program over sanctions ,0
928,Early voting surges among young voters; @Jeff_Paul reports ,0
929,Tampa Police Department employees braved harsh weather to save their US flag that was blown into a nearby tree in T ,0
930,"TONIGHT: @JesseBWatters, @JudgeJeanine and @greggutfeld break down the key races and critical issues of the midterm ",0
931,"High school students find 6,000-year-old stone ax at Mount Vernon ",0
932,Daylight saving time ends Sunday. Remember to set your clocks back. ,0
933,Judge rules in favor of Trump Administration vs. California over federal land sales ,0
934,"Bernie Marcus: I think a switch in the government, a Pelosi Congress is going to be a disaster for the United Sta ",0
935,"Alaska Airlines pilot accused of rape sues co-pilot, carrier amid 'false #MeToo claims' (via @JaninePuhak) ",0
936,SUNDAY: Don't miss @SecPompeo on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox News ,0
937,.@KatTimpf: I think that the Democrats obviously need some new leadership. ,0
938,"'Go Get 'Em, Donald!': Bobby Knight Fires Up Crowd at Trump's Indiana Rally",0
939,Mark Wahlberg lends his support to repair a vandalized Vietnam War memorial ,0
940,'Political Malpractice': @dbongino Rips Obama for Saying Sending Troops to Border Is a 'Stunt' ,0
941,.@edhenry is live with the Fox News Update on Facebook Watch:  ,0
942,SUNDAY: Don't miss @SenThomTillis' exclusive interview on @FoxNewsSunday. Check your local listings and tune in at ,0
943,State of #Midterms2018: Senate toss-ups could still lead to Democrats wresting control from GOP ,0
944,We're three days away from Election Day! Tune in to Fox News Channel Tuesday at 6p ET for special live coverage as ,0
945,Peter Navarro: President Donald J. Trumps doing a beautiful thing as hes standing up for the American worker. ,0
946,"Peter Navarro: This economy is hitting on all cylinders and its squarely because of promises made, promises kept. ",0
947,US service member killed in insider attack in Afghanistan ,0
948,.@Franklin_Graham: I would certainly just ask people to consider whats at stake and to pray before you vote. ,0
949,SUNDAY: #TheFive is live in Fox Square and discussing the nation's biggest topics as the midterms approach. Dont m ,0
950,South Carolina mother-of-3 shoots home invader: I wouldve killed him if I had to ,0
951,"Stuart Varney: President Trump cut taxes, deregulated, got the economy to grow. ",0
952,"Stuart Varney: Under President Trump, America has returned to prosperity. ",0
953,"Tyler Carach, 10, talks with a Dubuque police officer at the Dubuque Law Enforcement Center in Dubuque, Iowa. Tyler ",0
954,TODAY: @TeamCavuto breaks down the critical races of the midterm elections and how they could impact you. Don't mis ,0
955,".@dbongino: The Democrats entire approach to immigration is a political stunt, because theyre not serious about ",0
956,SUNDAY: Don't miss @ChrisVanHollen on @FoxNewsSunday. Check your local listings and tune in at 2p and 7p ET on Fox ,0
957,.@TomBevanRCP: It looks like the Democrats will end up winning the House of Representatives but Republicans are g ,0
958,"Kavanaugh accuser referred to DOJ for false statements, Grassleys office announces  ",0
959,OPINION: Daylight saving time needs to be abolished  Let's stop the insanity ,0
960,Judge rules in favor of Trump Administration vs. California over federal land sales ,0
961,"Gang-related gunfire that killed girl, 11, was aimed at wrong house, police say ",0
962,"Mom claims she fatally shot son, injured 2 daughters to save them from abusive dad, authorities say ",0
963,"High school students find 6,000-year-old stone ax at Mount Vernon ",0
964,"Art Laffer on the economy: ""We need China badly because without China, there is no @Walmart. And without Walmart, t ",0
965,Wesley Snipes must pay $9.5 million in back taxes to IRS ,0
966,Facebook says it 'mistakenly' removed rabbi's story about harassment by Farrakhan supporters ,0
967,".@BarackObama: ""The antidote to a politics based on division is a politics based on the sense that we're in it toge ",0
968,Deadly accidents across US put focus on safety near school bus stops ,0
969,".@SteveHiltonx: Voters typically dont vote out of gratitude for whats happened, even though any reasonable perso ",0
970,Mysterious hidden rooms uncovered at Churchills palace birthplace ,0
971,".@POTUS: ""250,000 new jobs in October was an incredible number. We also had a wage increase of 3.1%. It's like a pe ",0
972,"Saudi sisters whose bodies found duct-taped together in NYC likely not victims of a crime, police say ",0
973,Sen. Jon Kyl on Kavanaugh confirmation: Its too bad that everybody involved had to go through all of that. But at ,0
974,Larsa Pippen files for divorce from Scottie Pippen: report ,0
975,Migrants sue @POTUS claiming violation of constitutional rights  ,0
976,.@NASA is teaming up with a California shoe company to commemorate its 60th anniversary ,0
977,"President @realDonaldTrump on economic talks with China:  ""If we can open up China and make it fair for the first t ",0
978,Nebraska town adorns home in Christmas lights in memory of beloved firefighter ,0
979,".@donnabrazile on @POTUS and Obama taking credit for the economy: ""Give credit where credit is due. We should not u ",0
980,Time capsule hidden in wall of California lighthouse gives 'fascinating' glimpse into city's history ,0
981,".@SteveHiltonx: Voters typically dont vote out of gratitude for whats happened, even though any reasonable perso ",0
982,Mark Wahlberg lends his support to repair a vandalized Vietnam War memorial ,0
983,Morgan Ortagus on economy: I think that this is the strongest news and the strongest economy that any president co ,0
984,Ruling on Georgia's 'Exact Match' voting law a setback for GOP governor candidate ,0
985,Ortagus on Trump &amp; Obama rallies: Whats interesting to me though about bringing out President Obama for the Democ ,0
986,"Kavanaugh accuser referred to DOJ for false statements, Grassleys office announces ",0
987,College freshman falls 10 stories to her death during Halloween party ,0
988,.@SecNielsen explains efforts to prevent midterm election meddling: What we havent seen is any successful activit ,0
989,Church won't host Election Day voting after complaints about 'Black Lives Matter' banner ,0
990,Kyl on campaigning for midterms: Its too much negative campaigning by a lot of candidatesIts a shame. The Ameri ,0
991,Idaho school investigating after teachers wore border wall costumes for Halloween ,0
992,Sen. Jon Kyl on Kavanaugh confirmation: Its too bad that everybody involved had to go through all of that. But at ,0
993,"President @realDonaldTrump: ""Honduras, El Salvador, all of these countries, they're getting millions and millions o ",0
994,Obama calls troop deployment to border a political stunt ,0
995,"Trump administration is days away from reimposing sanctions on Iran, @RichEdsonDC reports @foxnewsnight ",0
996,"Trump rips into Obama for lies, amid dueling campaign rallies ",0
997,Attorneys David Bruno and Emily Compagno weigh in on the legal merits of a lawsuit filed by some members of the mig ,0
998,Illegal immigrant ICE wanted deported is now charged in wife's stabbing death ,0
999,Alec Baldwin charged with assault after allegedly punching man during parking spot spat ,0
1000,".@DennisPrager: ""[@POTUS] is the ultimate nemesis of the left because he doesn't care what they say."" ",0
1001,"Migrants sue @POTUS claiming violation of constitutional rights, @tracegallagher has the latest @foxnewsnight ",0
1002,Democratic candidates reportedly have stopped asking Bill Clinton to campaign for them ,0
1003,".@TheJuanWilliams: You have to look at the issuesRight now, health care dominates in the advertising. ",0
1004,"McSally, Sinema target Arizona's undecided voters as Senate race enters final days ",0
1005,Ortagus on Trump &amp; Obama rallies: Whats interesting to me though about bringing out @BarackObama for the Democrat ,0
1006,".@SteveHiltonx: Voters typically dont vote out of gratitude for whats happened, even though any reasonable perso ",0
1007,Morgan Ortagus on economy: I think that this is the strongest news and the strongest economy that any president co ,0
1008,".@POTUS rallies Indiana, @MikeTobinFox has an update @foxnewsnight  ",0
1009,"Midterm countdown: Obama vs. Trump, @LelandVittert has the story @foxnewsnight  ",0
1010,Phoenix Coldons mysterious disappearance perplexes retired officer in new doc: I want to help bring some closure ,0
1011,"Bird egg colors linked to dinosaur ancestors, new study finds ",0
1012,Julianne Hough to play Jolene in Dolly Parton's Netflix anthology show ,0
1013,"Mass dig of 60,000 skeletons from 230-year-old cemetery set to expose Londons secrets  ",0
1014,Time capsule hidden in wall of California lighthouse gives 'fascinating' glimpse into city's history ,0
1015,.@Jim_Jordan: Voters Have Clear Choice Between Dems' Rhetoric and Trump's 'Amazing Results' ,0
1016,"Florida yoga studio shooting leaves 3 dead, including suspect: reports ",0
1017,Mother of teen who inspired Pearl Jams hit song Jeremy speaks out for first time ,0
1018,.@AvrilLavigne responds to the conspiracy rumors that she died and was replaced with a body double ,0
1019,Alec Baldwin charged with assault after allegedly punching man during parking spot spat ,0
1020,"Cory Booker cleared to run for president, Senate simultaneously after New Jersey enacts 'Cory's Law' ",0
1021,"MONDAY: President Donald Trump gives a powerful interview to @seanhannity. Tune in to ""Hannity"" on Fox News Channel ",0
1022,Florida GOP representative publicly forgives teen who threatened online to 'kill' him ,0
1023,"Kavanaugh accuser referred to DOJ for false statements, Grassleys office announces ",0
1024,"Trump, Obama hold dueling rallies twice in one day as crucial midterm vote looms ",0
1025,".@DennisPrager: ""[@POTUS] is the ultimate nemesis of the left because he doesn't care what they say."" #Tucker ",0
1026,"Mike Donovan on migrant lawsuit against @POTUS: ""Their standing is very simple: They're asylum-seekers. They want c ",0
1027,"Mike Donovan on migrant lawsuit against @POTUS: ""[Trump] has taken to making this caravan a symbol of an invasion o ",0
1028,Dallas Mavericks fan gets invited to couple's wedding after viral reaction to proposal ,0
1029,Man who inspired 'Super Mario' dead at 84 ,0
1030,Supreme Court accepts case of Maryland war memorial shaped like cross ,0
1031,COMING UP: @PressSec speaks with @seanhannity. Tune in to 'Hannity' on Fox News Channel at 9p ET. ,0
1032,Idaho school investigating after teachers wore border wall costumes for Halloween ,0
1033,"Supreme Court lets trial on census citizenship question proceed, despite Trump bid for delay ",0
1034,".@donnabrazile on @POTUS and Obama taking credit for the economy: ""Give credit where credit is due. We should not u ",0
1035,"Art Laffer on the economy: ""We need China badly because without China, there is no @Walmart. And without Walmart, t ",0
1036,"Former President @BarackObama attends a ""Get Out the Vote"" rally in Atlanta.  ",0
1037,".@POTUS and @VP make remarks at a ""Make America Great Again"" rally in Indianapolis. ",0
1038,"DHS Secretary Nielsen: Midterms will be most secure election in the modern era, but US will respond if attacked ",0
1039,"President Donald Trump and Vice President Mike Pence make remarks at a ""Make America Great Again"" rally in Indianap ",0
1040,Migrants have filed a class-action lawsuit against @POTUS over his immigration policies; Trace Gallagher reports. ,0
